"Index","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
2016-07-11 15:00:00,4,4,9,21,14,20,0,0,0,14,3,8,0,12,0,4,11,3,12,21,12,10,9,15,15,27,40,14,59,22,86
2016-07-11 15:05:00,0,9,2,8,0,0,0,1,3,0,1,4,2,3,10,0,3,19,12,2,13,6,22,24,13,35,25,23,43,11,27
2016-07-11 15:10:00,10,0,9,1,5,4,46,3,3,7,1,38,4,0,4,1,27,7,8,3,21,8,10,15,32,11,51,39,16,19,18
2016-07-11 15:15:00,3,8,5,0,0,4,10,3,2,14,2,2,6,10,5,0,15,1,25,11,0,12,19,20,15,7,17,39,27,15,12
2016-07-11 15:20:00,0,10,3,1,10,0,3,0,2,11,1,1,16,0,6,5,11,3,10,8,0,1,1,5,17,89,34,29,32,18,25
2016-07-11 15:25:00,17,3,7,12,0,7,0,1,0,5,1,1,4,0,3,6,4,19,5,10,21,7,14,14,20,13,12,33,22,46,9
2016-07-11 15:30:00,3,9,6,10,9,8,0,1,3,0,1,2,1,3,0,1,0,8,0,0,10,7,0,11,14,29,35,20,36,36,44
2016-07-11 15:35:00,5,6,10,4,2,6,0,0,2,13,5,20,0,0,2,2,4,12,3,8,18,15,6,22,8,85,28,19,74,64,55
2016-07-11 15:40:00,1,3,10,0,5,0,7,9,0,3,11,16,9,5,13,0,0,3,9,0,25,15,13,22,17,52,51,30,58,41,24
2016-07-11 15:45:00,7,16,1,3,1,5,0,3,7,1,21,8,3,8,6,10,17,3,1,17,9,17,2,23,9,40,15,48,74,44,17
2016-07-11 15:50:00,16,0,0,0,0,12,3,1,0,0,9,0,1,0,4,6,12,2,10,3,22,8,5,23,16,25,5,25,62,45,34
2016-07-11 15:55:00,2,5,16,1,15,0,0,1,0,18,7,3,8,0,4,3,10,7,21,4,19,12,17,11,14,8,26,30,66,17,33
2016-07-11 16:00:00,12,17,6,6,1,10,5,6,2,0,0,5,5,15,1,12,16,3,7,5,20,0,12,9,16,54,31,13,39,18,11
2016-07-11 16:05:00,1,0,0,0,11,12,8,0,1,3,5,6,1,5,10,9,5,12,6,7,4,9,14,11,27,67,32,16,43,29,17
2016-07-11 16:10:00,2,0,0,0,2,1,26,5,0,3,1,10,0,4,29,4,17,3,8,2,16,13,2,13,14,32,30,17,42,29,26
2016-07-11 16:15:00,8,0,7,13,0,3,15,3,0,0,6,0,1,2,0,4,7,3,3,1,15,13,11,5,11,31,36,31,41,23,37
2016-07-11 16:20:00,8,5,0,12,12,10,1,0,6,1,7,0,1,1,1,2,8,10,9,17,5,4,1,1,10,26,26,27,89,25,35
2016-07-11 16:25:00,0,0,0,3,4,1,8,7,16,14,11,0,2,6,1,0,0,13,26,9,14,2,0,0,1,20,40,57,31,27,68
2016-07-11 16:30:00,0,0,10,0,6,0,0,0,5,0,4,10,2,4,0,0,0,0,6,11,9,3,3,11,12,43,38,34,55,33,54
2016-07-11 16:35:00,3,3,0,3,16,4,0,0,8,3,3,20,0,12,7,0,0,0,14,5,14,5,6,9,7,22,44,84,64,27,45
2016-07-11 16:40:00,0,6,0,0,9,0,0,0,2,0,15,11,1,5,1,5,1,7,25,7,14,3,18,9,18,7,91,44,78,24,79
2016-07-11 16:45:00,0,3,0,0,2,0,8,11,3,14,5,12,4,3,0,5,0,8,4,15,12,2,22,25,32,11,33,25,48,58,32
2016-07-11 16:50:00,7,0,0,7,2,19,1,2,0,0,2,0,7,11,3,1,0,9,4,2,8,4,8,27,39,16,40,31,61,32,21
2016-07-11 16:55:00,0,3,2,0,10,3,0,3,0,4,12,8,2,1,0,12,4,0,17,19,16,4,10,8,35,35,25,23,44,54,33
2016-07-11 17:00:00,0,0,5,2,5,0,16,11,3,1,1,7,1,3,5,0,0,0,8,0,18,5,4,10,10,43,59,14,36,18,23
2016-07-11 17:05:00,6,2,13,2,2,12,14,0,9,3,5,1,1,6,0,5,9,5,4,5,10,11,4,23,10,19,6,27,71,41,58
2016-07-11 17:10:00,0,32,0,1,4,0,2,0,0,0,1,5,8,7,0,3,6,6,27,0,2,13,15,9,16,8,14,18,83,17,53
2016-07-11 17:15:00,1,3,0,5,3,4,10,3,2,0,0,11,15,4,16,0,13,17,4,8,2,25,9,6,43,59,38,26,66,21,21
2016-07-11 17:20:00,0,5,0,0,6,0,10,0,10,0,5,3,4,13,6,0,5,6,0,0,3,15,4,9,25,37,18,26,27,30,41
2016-07-11 17:25:00,0,0,4,8,3,0,28,8,0,0,7,0,8,0,0,5,9,5,13,6,4,20,12,48,19,16,3,9,34,78,66
2016-07-11 17:30:00,2,6,11,13,7,0,0,4,0,1,11,6,0,0,8,5,9,11,6,4,0,11,5,43,16,7,23,11,50,42,25
2016-07-11 17:35:00,5,9,7,3,2,0,2,2,8,3,4,1,6,0,0,18,1,5,21,7,3,1,10,11,12,10,19,12,56,51,40
2016-07-11 17:40:00,14,23,1,1,12,6,3,0,5,4,8,0,0,0,5,9,14,0,10,26,7,18,5,23,9,11,24,40,99,65,31
2016-07-11 17:45:00,9,0,2,7,0,7,5,0,2,1,2,4,2,1,6,21,4,10,4,0,12,12,7,12,31,8,8,40,89,39,32
2016-07-11 17:50:00,1,6,9,1,3,32,1,0,3,5,0,0,24,2,6,25,11,8,9,0,32,5,22,33,41,30,45,34,52,34,14
2016-07-11 17:55:00,0,0,4,4,2,2,16,0,9,9,0,0,15,13,2,7,3,0,6,0,6,21,0,21,53,13,20,19,103,34,34
2016-07-11 18:00:00,1,5,4,0,14,5,6,12,8,4,13,9,29,1,0,6,18,0,19,11,8,1,4,10,86,5,28,69,80,41,65
2016-07-11 18:05:00,5,10,4,10,0,4,23,12,5,3,2,2,22,6,4,5,11,7,7,4,8,5,10,7,36,65,16,30,50,47,43
2016-07-11 18:10:00,0,1,4,2,11,1,6,0,3,0,1,4,9,9,1,0,12,15,24,4,3,19,25,21,19,19,4,38,19,33,92
2016-07-11 18:15:00,8,0,12,4,0,12,9,9,4,3,3,8,4,8,3,5,7,7,1,0,18,5,4,8,26,27,34,18,218,42,102
2016-07-11 18:20:00,0,8,8,1,0,4,4,3,2,4,3,3,1,5,0,11,1,5,0,6,13,7,8,8,32,14,33,16,39,28,37
2016-07-11 18:25:00,4,5,10,6,13,8,0,0,4,5,8,7,5,40,0,1,4,7,11,0,22,17,15,15,25,40,44,48,32,23,41
2016-07-11 18:30:00,0,2,6,0,1,4,0,8,0,19,5,2,1,0,3,13,1,15,2,1,9,31,20,1,34,7,27,55,30,59,42
2016-07-11 18:35:00,3,0,24,11,0,51,4,6,0,19,1,16,4,6,0,23,4,21,8,9,17,16,12,12,11,15,11,39,30,38,56
2016-07-11 18:40:00,0,1,16,17,6,10,2,0,17,3,19,0,6,1,4,13,23,20,1,5,9,12,3,19,30,21,17,60,30,53,29
2016-07-11 18:45:00,5,0,9,13,9,5,8,7,23,22,8,4,8,14,4,1,51,21,9,0,7,3,16,37,53,13,24,48,16,56,54
2016-07-11 18:50:00,3,0,18,13,4,2,0,0,10,6,5,10,4,6,4,18,12,4,13,0,18,1,27,16,47,19,22,17,34,47,17
2016-07-11 18:55:00,0,0,7,17,0,11,3,9,9,11,0,3,0,3,0,1,16,11,29,9,12,12,45,40,48,34,19,64,80,93,62
2016-07-11 19:00:00,4,6,5,0,0,10,15,8,13,15,6,7,0,1,17,6,15,1,4,1,10,17,25,22,8,36,18,47,56,17,18
2016-07-11 19:05:00,3,4,4,43,10,6,4,6,18,11,3,4,11,19,3,13,22,19,7,3,5,17,20,34,26,46,13,89,71,117,33
2016-07-11 19:10:00,11,7,7,9,3,0,0,10,5,31,0,6,19,17,1,0,3,15,8,3,28,23,20,25,23,47,7,31,66,39,31
2016-07-11 19:15:00,3,4,9,20,12,2,10,9,3,3,5,3,11,8,10,27,26,3,15,11,11,5,12,19,17,14,25,74,8,27,66
2016-07-11 19:20:00,4,0,0,3,9,0,7,5,18,11,0,21,0,2,1,7,6,1,19,5,1,28,15,13,10,35,26,31,38,20,36
2016-07-11 19:25:00,4,4,17,4,7,0,5,10,0,0,0,0,11,1,1,9,14,2,10,0,16,19,10,15,10,8,10,9,34,46,39
2016-07-11 19:30:00,4,7,10,4,24,8,0,1,3,11,26,0,5,1,28,4,6,17,4,0,7,19,14,15,24,3,40,48,81,56,41
2016-07-11 19:35:00,3,4,0,20,11,7,4,20,0,7,0,7,0,0,3,8,5,10,19,12,12,21,9,9,68,2,17,46,15,268,36
2016-07-11 19:40:00,6,0,14,7,10,0,4,1,1,5,30,9,2,6,6,4,13,6,0,19,0,29,8,12,14,7,30,30,23,219,27
2016-07-11 19:45:00,6,24,3,37,0,0,6,4,9,1,1,8,31,2,12,3,6,5,13,11,6,17,23,58,23,52,22,19,70,137,30
2016-07-11 19:50:00,7,12,0,16,2,7,4,0,0,3,10,3,0,1,6,0,6,10,10,9,4,8,22,72,22,18,12,36,56,233,53
2016-07-11 19:55:00,0,0,4,0,0,13,0,10,0,7,4,6,10,0,11,0,9,26,8,1,9,24,69,46,4,18,32,35,38,140,62
2016-07-11 20:00:00,7,18,0,2,0,6,13,8,36,20,26,4,0,6,8,6,0,1,15,12,4,30,1,16,33,43,11,22,32,170,31
2016-07-11 20:05:00,4,11,2,0,3,0,3,6,2,1,1,8,21,7,2,4,4,0,4,1,30,18,15,19,21,23,18,14,26,173,27
2016-07-11 20:10:00,11,4,0,0,0,6,0,8,0,0,0,12,2,5,10,0,0,17,18,7,13,15,10,6,4,15,14,30,62,81,44
2016-07-11 20:15:00,0,2,7,4,0,0,3,0,4,3,0,0,7,8,7,5,0,8,11,16,5,8,15,17,22,57,19,49,39,119,41
2016-07-11 20:20:00,1,18,0,14,0,8,14,4,4,16,3,10,0,15,3,5,8,11,17,12,13,6,9,35,5,39,26,58,28,63,46
2016-07-11 20:25:00,1,17,1,12,0,0,9,6,10,4,1,6,0,13,12,2,38,4,6,11,4,6,14,27,36,37,38,53,68,41,46
2016-07-11 20:30:00,3,31,2,1,13,4,1,0,22,8,0,1,10,17,5,15,7,9,5,0,10,5,2,16,5,29,32,35,81,81,54
2016-07-11 20:35:00,0,14,11,14,4,9,10,1,34,6,4,11,3,12,10,2,0,7,5,6,10,17,3,13,26,28,32,60,43,144,79
2016-07-11 20:40:00,0,11,4,10,4,8,6,0,44,3,7,3,2,16,11,4,20,16,0,9,7,1,23,10,32,10,17,41,46,123,48
2016-07-11 20:45:00,7,3,2,0,0,14,8,4,12,9,1,4,0,16,4,0,1,4,5,1,27,10,13,31,40,41,53,14,68,158,59
2016-07-11 20:50:00,4,0,16,9,4,5,10,13,3,9,8,20,16,20,4,4,1,27,8,6,30,11,14,15,30,30,41,52,41,140,20
2016-07-11 20:55:00,5,0,0,0,0,15,0,8,3,5,8,0,5,12,12,5,6,22,7,2,20,19,20,4,20,25,9,15,29,116,25
2016-07-11 21:00:00,9,3,2,4,3,3,0,5,16,3,1,0,1,24,7,8,2,13,19,5,13,28,16,1,113,33,39,17,35,24,26
2016-07-11 21:05:00,5,8,0,1,0,0,0,8,16,0,16,9,0,19,4,3,9,8,3,0,41,27,13,11,39,32,22,44,14,21,24
2016-07-11 21:10:00,1,1,18,0,4,5,0,7,9,13,16,44,7,43,4,21,13,9,6,0,4,6,15,11,36,41,1,31,23,43,43
2016-07-11 21:15:00,11,0,13,6,4,3,6,6,0,25,0,3,1,1,2,5,4,0,1,4,3,1,4,8,15,28,6,53,38,33,37
2016-07-11 21:20:00,12,2,0,0,0,10,11,0,0,0,6,0,9,11,7,2,4,12,1,0,13,14,11,15,13,35,12,61,45,29,8
2016-07-11 21:25:00,3,15,6,7,4,11,1,4,4,0,1,0,0,0,27,0,3,11,8,0,20,16,19,13,160,14,15,35,118,31,20
2016-07-11 21:30:00,4,0,1,4,0,0,0,7,7,5,1,9,0,0,15,0,18,21,0,14,17,7,29,24,27,29,22,34,125,103,25
2016-07-11 21:35:00,0,13,2,0,0,0,0,0,0,3,1,6,16,3,12,10,13,14,17,10,12,0,3,24,13,19,10,41,74,94,33
2016-07-11 21:40:00,13,1,5,0,5,0,0,17,3,0,0,4,1,3,10,1,0,6,4,15,7,3,4,46,11,25,58,52,53,49,24
2016-07-11 21:45:00,0,7,3,0,11,17,0,13,2,6,2,0,5,0,14,0,5,6,12,17,13,6,4,12,15,15,21,36,70,91,73
2016-07-11 21:50:00,1,10,3,0,2,5,5,0,0,0,4,0,0,0,10,0,4,7,0,22,17,22,13,13,21,15,24,10,75,38,65
2016-07-11 21:55:00,10,5,10,2,4,6,4,0,3,0,0,1,0,9,0,4,21,14,1,8,0,16,22,23,28,21,20,20,66,69,107
2016-07-11 22:00:00,11,8,0,0,13,8,5,3,2,1,4,0,13,0,8,30,11,9,8,16,7,31,13,8,4,15,10,35,50,9,60
2016-07-11 22:05:00,19,18,0,5,13,0,0,13,0,4,3,4,0,13,1,1,4,12,11,12,16,0,10,7,30,27,20,18,28,34,58
2016-07-11 22:10:00,1,15,10,2,1,0,0,18,6,1,5,3,1,0,0,0,0,4,9,12,20,6,23,10,31,15,13,42,64,24,59
2016-07-11 22:15:00,4,7,14,2,7,0,0,0,2,0,5,8,0,0,12,4,7,9,3,21,9,10,17,21,21,7,7,34,35,56,75
2016-07-11 22:20:00,14,17,1,3,5,2,1,5,1,1,2,14,1,0,11,4,22,9,5,3,2,3,14,23,14,9,33,82,37,32,64
2016-07-11 22:25:00,2,13,0,1,3,3,2,6,4,1,3,7,0,3,7,0,1,10,14,8,5,15,0,14,14,14,32,31,39,37,61
2016-07-11 22:30:00,14,10,2,10,0,2,3,4,8,0,16,4,10,7,2,17,3,11,9,11,20,35,14,14,23,13,22,21,47,20,46
2016-07-11 22:35:00,0,10,0,1,2,1,9,12,2,10,6,4,0,7,3,30,0,12,5,2,6,17,17,9,13,13,13,38,39,57,73
2016-07-11 22:40:00,0,13,0,3,0,0,0,0,3,4,0,4,0,26,1,3,13,4,1,0,0,23,13,10,24,8,18,32,38,41,84
2016-07-11 22:45:00,6,6,4,0,16,0,6,0,10,15,3,4,0,27,0,5,6,21,1,22,17,8,16,16,0,15,16,35,19,53,93
2016-07-11 22:50:00,0,4,24,4,5,1,0,0,7,21,9,1,12,14,0,14,1,8,3,0,19,3,15,18,21,44,22,19,50,91,79
2016-07-11 22:55:00,8,9,0,1,3,5,3,14,0,33,2,8,5,31,2,26,3,8,3,8,9,15,6,17,16,14,21,20,42,28,60
2016-07-11 23:00:00,7,6,1,14,0,0,3,0,0,30,1,17,11,14,4,0,8,9,3,9,5,19,17,15,19,18,13,20,22,77,66
2016-07-11 23:05:00,7,3,0,2,5,0,0,4,1,6,2,8,0,2,12,3,4,5,14,7,11,2,6,11,8,7,6,47,50,13,74
2016-07-11 23:10:00,0,5,0,2,5,8,13,0,4,29,9,4,15,1,22,0,4,5,0,11,6,8,16,16,29,27,18,26,58,10,44
2016-07-11 23:15:00,7,1,2,8,8,4,9,20,2,41,0,2,11,0,8,8,0,15,8,11,3,13,2,10,11,15,33,71,31,2,68
2016-07-11 23:20:00,9,6,6,0,8,0,0,5,5,35,7,4,10,6,6,17,5,3,9,3,2,0,11,1,13,2,21,45,33,0,59
2016-07-11 23:25:00,3,2,25,2,0,2,21,2,3,62,8,6,7,2,4,24,1,12,5,6,0,0,6,18,2,30,30,49,36,0,55
2016-07-11 23:30:00,12,1,0,1,0,0,2,8,4,66,3,5,4,5,3,8,4,8,6,12,6,0,13,8,2,13,19,70,30,0,97
2016-07-11 23:35:00,4,1,4,0,0,0,1,0,2,66,6,3,0,8,0,6,0,1,0,4,13,0,14,4,17,19,24,57,69,0,80
2016-07-11 23:40:00,10,2,11,0,9,3,1,0,0,33,0,5,6,3,0,0,6,1,29,1,12,7,15,5,10,14,11,48,10,0,60
2016-07-11 23:45:00,1,10,8,0,0,11,0,0,0,33,0,2,0,1,6,1,7,5,15,0,7,6,9,6,8,15,5,64,42,0,73
2016-07-11 23:50:00,4,2,0,0,6,1,0,1,0,35,0,0,0,0,0,21,3,7,3,0,3,6,7,4,57,6,19,99,22,0,42
2016-07-11 23:55:00,0,3,1,24,4,0,0,0,0,44,0,1,6,0,4,23,2,14,4,5,6,3,3,4,23,17,10,50,13,0,25
